duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,duration_minutes_log,tags_count_log
12,-1.241768510823783,-1.5404926681465088,36.0,1,0,Fitness,Português,Sim,134830,97.0,48,11,80.0,22783,2236.0,357,Não,Manhã,Seg-Qui,-0.9693658539465466,0.7216642284704005
42,0.5569420099212365,0.8368808212326437,49.0,0,0,Educação,Português,Não,578623,4.0,2,25,508.0,39217,3317.0,369,Não,Madrugada,Sexta,0.665104165835797,1.064119183304595
18,-1.3183093840469753,-0.4761608444398419,29.0,0,4,Educação,Português,Não,597328,96.0,72,30,5605.0,4308,75.0,348,Não,Noite,Sexta,-0.4508588392367588,0.4831434040590813
56,0.5186715733096403,0.3065436582172943,41.0,0,4,Gaming,Inglês,Sim,601352,4.0,55,19,3669.0,43067,1405.0,195,Não,Noite,Sábado,1.0502050780361831,0.865822366841576
26,1.7433255448807174,-0.6151457561266233,30.0,1,4,Vlogs,Espanhol,Sim,12466,103.0,338,21,1804.0,37964,1384.0,962,Não,Noite,Sábado,0.0292656723666827,0.5204361552046979
50,-0.7059823982614368,1.42573794706348,28.0,1,0,Fitness,Português,Não,941714,3.0,307,1,6263.0,10168,1129.0,821,Não,Manhã,Domingo,0.8982344608659233,0.4445862536616421
8,0.9779168126487944,-1.668505086805386,25.0,0,0,Tecnologia,Espanhol,Não,548390,13.0,269,11,3176.0,34759,2567.0,433,Não,Madrugada,Seg-Qui,-1.4717982449062588,0.3203909494505861
4,0.5569420099212365,-1.372247775051984,19.0,0,0,Tecnologia,Inglês,Não,521328,81.0,10,21,7317.0,46722,4101.0,722,Sim,Noite,Seg-Qui,-2.2749071877421576,0.0219969850456136
50,-1.701013750162937,1.220918077209276,27.0,1,1,Culinária,Inglês,Sim,950148,44.0,447,4,5777.0,49266,3606.0,225,Não,Noite,Sábado,0.8982344608659233,0.4046759478281083
40,-0.744252834873033,-0.5419958026072647,44.0,1,0,Música,Inglês,Sim,37587,102.0,244,17,7025.0,29741,1519.0,519,Não,Tarde,Seg-Qui,0.60002866420041,0.9442898230725484
14,-1.47139113049336,0.9027157794000664,1.0,0,4,Vlogs,Português,Sim,67182,14.0,330,29,8595.0,1065,3338.0,709,Não,Manhã,Sexta,-0.7738432704692159,-2.596795233752991
7,0.7865646295908135,-0.1689310396585361,44.0,0,0,Fitness,Espanhol,Não,752744,13.0,338,23,1552.0,49496,2671.0,161,Não,Noite,Domingo,-1.6327284171920715,0.9442898230725484
27,1.4754324885995445,-1.727025049620873,8.0,1,0,Educação,Português,Sim,739468,42.0,78,4,2702.0,34224,4029.0,436,Não,Madrugada,Sábado,0.078955775949361,-0.8861673854562443
20,0.6334828831444288,0.7344708863055418,11.0,1,0,Vlogs,Português,Sim,699593,55.0,436,29,3429.0,18976,277.0,209,Não,Noite,Seg-Qui,-0.3141120816177444,-0.5589787941999002
55,-0.3998189053686675,1.0014682166512006,7.0,1,4,Música,Português,Não,766132,48.0,65,1,4599.0,5968,1732.0,365,Não,Madrugada,Seg-Qui,1.0260216633693853,-1.0201252132133678
57,-0.2467371589222828,1.173370607421693,4.0,0,4,Vlogs,Português,Não,573305,105.0,498,15,2731.0,37570,1185.0,752,Não,Manhã,Seg-Qui,1.0739678901879848,-1.5546730354940097
31,1.2458098689299677,1.6854202820572028,3.0,1,0,Vlogs,Português,Sim,670281,89.0,193,13,9202.0,6911,358.0,571,Não,Noite,Sexta,0.2614033576479759,-1.8084602234831797
2,0.5952124465328327,1.0892481608744309,37.0,1,0,Vlogs,Português,Não,984390,31.0,97,23,4355.0,924,3959.0,554,Não,Manhã,Sexta,-2.972862162179201,0.7519947461829736
14,1.7433255448807174,1.1953155934775006,20.0,1,0,Tecnologia,Português,Não,817583,47.0,420,3,9739.0,5615,469.0,87,Sim,Manhã,Seg-Qui,-0.7738432704692159,0.0774873565717642
2,-1.0886867643773983,-0.9004305748521215,26.0,0,2,Fitness,Inglês,Sim,828560,87.0,456,20,208.0,10226,4601.0,477,Não,Tarde,Sexta,-2.972862162179201,0.3633140438270346
21,1.5519733618227367,-1.5880401379340918,18.0,1,0,Música,Inglês,Não,430918,53.0,402,15,815.0,37458,2485.0,330,Não,Manhã,Domingo,-0.2505505161584976,-0.0363402640868382
29,1.2840803055415635,-0.926033058583897,2.0,1,4,Tecnologia,Português,Sim,526125,110.0,324,29,7931.0,1904,878.0,614,Não,Manhã,Sábado,0.1732226169508078,-2.135648814739524
53,0.5952124465328327,-0.2493959885298305,22.0,0,0,Música,Português,Sim,683550,69.0,305,27,5465.0,5586,4018.0,398,Não,Madrugada,Seg-Qui,0.9763315597867064,0.180952017061532
8,-0.4380893419802636,1.0636456771426552,9.0,1,4,Educação,Inglês,Não,568732,112.0,291,9,1236.0,12312,2105.0,514,Não,Manhã,Domingo,-1.4717982449062588,-0.7663380252241976
25,0.0211558973588902,1.3489304958681536,29.0,1,4,Gaming,Português,Sim,6342,46.0,379,22,9655.0,7546,2578.0,456,Não,Tarde,Sexta,-0.0222999665265228,0.4831434040590813
13,1.2840803055415635,-0.1067535791670813,26.0,1,4,Educação,Inglês,Sim,10585,77.0,344,16,8660.0,31828,2429.0,958,Sim,Madrugada,Sexta,-0.8681101114706627,0.3633140438270346
26,-1.012145891154206,0.0432038255476036,12.0,1,0,Educação,Espanhol,Não,377250,61.0,338,3,5132.0,47911,3936.0,406,Não,Tarde,Domingo,0.0292656723666827,-0.4679440608192257
55,-0.285007595533879,0.0395463278716357,33.0,1,1,Tecnologia,Espanhol,Não,661051,119.0,41,12,5237.0,27760,3216.0,949,Não,Madrugada,Sábado,1.0260216633693853,0.6254948271815692
3,-0.055384975864302,-1.075990463298582,2.0,1,0,Fitness,Inglês,Sim,584452,111.0,30,18,9704.0,47825,2711.0,935,Não,Manhã,Domingo,-2.579794304612095,-2.135648814739524
15,0.442130700086448,0.2626536861056792,10.0,1,4,Tecnologia,Inglês,Sim,270209,86.0,456,3,6666.0,43162,1326.0,37,Não,Tarde,Sexta,-0.6856625297720478,-0.6579391834166575
44,0.7865646295908135,-0.2603684815577343,16.0,1,0,Culinária,Inglês,Não,985801,79.0,365,5,6458.0,5760,1526.0,940,Não,Tarde,Seg-Qui,0.7272206468037256,-0.1628401830882425
58,-0.285007595533879,-1.075990463298582,47.0,1,4,Música,Inglês,Não,334166,3.0,207,20,4571.0,2120,3610.0,49,Não,Noite,Sexta,1.0973244804669642,1.0176912263397235
4,1.398891615376352,-0.5822282770429119,44.0,0,1,Música,Inglês,Não,32107,40.0,17,8,2484.0,19600,4929.0,17,Sim,Manhã,Domingo,-2.2749071877421576,0.9442898230725484
51,0.8631055028140058,0.8441958165845797,50.0,0,0,Fitness,Português,Não,15313,87.0,288,20,4666.0,21857,4717.0,370,Não,Manhã,Domingo,0.9247659208935008,1.0866412461950363
33,0.6334828831444288,0.3028861605413264,4.0,1,0,Fitness,Inglês,Sim,358200,10.0,478,19,9560.0,3004,1248.0,968,Não,Noite,Seg-Qui,0.3442364310130055,-1.5546730354940097
47,-0.0171145392527058,-1.3283578029403689,34.0,0,0,Fitness,Português,Não,904903,47.0,214,7,373.0,31052,1868.0,492,Não,Madrugada,Domingo,0.8154013875008943,0.658463135817278
49,-0.3615484687570713,0.6430334444063437,38.0,1,4,Música,Espanhol,Não,830765,44.0,300,22,3781.0,23163,331.0,738,Não,Manhã,Sábado,0.8711775913878507,0.7815373684640533
46,-0.5529006518150521,1.4623129238231594,10.0,0,1,Educação,Português,Não,32927,17.0,389,1,7735.0,3763,3212.0,985,Não,Madrugada,Seg-Qui,0.7866355406153093,-0.6579391834166575
35,1.4754324885995445,0.4638160582839152,18.0,1,0,Fitness,Português,Não,914747,106.0,171,24,8396.0,45911,1809.0,538,Não,Noite,Domingo,0.4223335299337882,-0.0363402640868382
22,0.8248350662024097,-0.7395006771095327,40.0,1,0,Fitness,Português,Não,656727,36.0,154,11,9369.0,43927,1194.0,718,Não,Manhã,Domingo,-0.1898148612395493,0.8384155705588447
18,1.169268995706775,0.877113295668291,26.0,0,0,Vlogs,Português,Sim,487477,112.0,260,7,5976.0,24703,4856.0,426,Sim,Manhã,Sexta,-0.4508588392367588,0.3633140438270346
33,0.3655898268632557,1.1441106260139495,16.0,1,1,Culinária,Inglês,Não,503746,106.0,18,27,2499.0,31190,1921.0,549,Não,Tarde,Sábado,0.3442364310130055,-0.1628401830882425
30,1.7050551082691214,0.6064584676466643,35.0,0,1,Fitness,Português,Não,853679,116.0,174,25,2510.0,12270,2627.0,112,Não,Tarde,Sábado,0.2180242456974106,0.6905026350833788
3,-1.5096615671049562,-0.8126506306288913,10.0,1,4,Educação,Português,Não,467548,56.0,475,6,121.0,14548,4885.0,448,Não,Tarde,Sábado,-2.579794304612095,-0.6579391834166575
26,-1.701013750162937,-0.8675130957684102,18.0,1,3,Gaming,Português,Sim,822601,110.0,238,20,866.0,22447,533.0,936,Não,Manhã,Seg-Qui,0.0292656723666827,-0.0363402640868382
14,0.4804011366980442,0.1931612302622886,44.0,1,0,Gaming,Espanhol,Sim,360477,108.0,352,24,6777.0,36610,254.0,814,Não,Tarde,Domingo,-0.7738432704692159,0.9442898230725484
60,-0.6294415250382445,-0.0811510954353058,1.0,0,0,Tecnologia,Inglês,Não,567710,118.0,228,14,9936.0,21662,1206.0,370,Não,Tarde,Sábado,1.142872940201921,-2.596795233752991
37,-0.8973345813194176,-1.675820082157322,20.0,1,4,Vlogs,Português,Não,270292,98.0,318,30,4072.0,26589,4620.0,890,Não,Noite,Sexta,0.4962070481832649,0.0774873565717642
13,1.4754324885995445,0.3504336303289095,36.0,1,4,Fitness,Português,Não,742986,5.0,261,12,9998.0,21719,3123.0,22,Não,Madrugada,Seg-Qui,-0.8681101114706627,0.7216642284704005
21,-1.1652276376005908,1.2648080493208913,50.0,1,0,Vlogs,Português,Não,73041,119.0,491,16,1891.0,39804,4689.0,324,Não,Noite,Domingo,-0.2505505161584976,1.0866412461950363
15,-1.1652276376005908,-0.4212983793003231,36.0,0,2,Culinária,Português,Não,1455,13.0,371,9,552.0,37081,979.0,995,Não,Manhã,Domingo,-0.6856625297720478,0.7216642284704005
17,0.3655898268632557,-0.6334332445064629,15.0,1,4,Fitness,Português,Não,497830,4.0,484,2,1501.0,4642,4514.0,886,Não,Noite,Sábado,-0.5247323574862356,-0.2317902029435559
39,-1.6627433135513408,0.3504336303289095,14.0,1,0,Educação,Português,Não,667627,72.0,252,19,5910.0,22709,3376.0,543,Não,Noite,Domingo,0.5662904745179133,-0.3051916062107305
6,0.5186715733096403,-0.9114030678800252,34.0,1,4,Educação,Inglês,Sim,842927,55.0,70,27,790.0,32279,3193.0,625,Não,Noite,Sexta,-1.815175998890686,0.658463135817278
10,-1.5096615671049562,1.5464353703704217,18.0,0,0,Fitness,Português,Sim,391401,112.0,9,18,6566.0,6798,4051.0,184,Não,Tarde,Domingo,-1.1976164035785213,-0.0363402640868382
56,1.0161872492603905,1.583010347130101,50.0,1,0,Gaming,Português,Não,315514,36.0,435,27,1028.0,37109,1217.0,98,Não,Noite,Sexta,1.0502050780361831,1.0866412461950363
30,1.5519733618227367,1.670790291353331,18.0,1,0,  Fitness,Português,Não,127330,55.0,354,11,5327.0,10411,1317.0,167,Sim,Manhã,Domingo,0.2180242456974106,-0.0363402640868382
52,1.3223507421531595,0.2919136675134227,3.0,1,4,Culinária,Português,Sim,940833,65.0,329,22,4966.0,47448,2711.0,1000,Sim,Noite,Seg-Qui,0.9507919889200592,-1.8084602234831797
3,1.4371620519879482,-0.9882105190753516,30.0,0,0,Culinária,Português,Não,421510,12.0,343,7,3410.0,31826,3359.0,414,Não,Tarde,Sábado,-2.579794304612095,0.5204361552046979
30,0.2507785170284672,0.3138586535692302,22.0,0,0,Tecnologia,Português,Não,407866,81.0,71,5,5814.0,22664,935.0,193,Não,Noite,Sexta,0.2180242456974106,0.180952017061532
38,-0.744252834873033,1.6415303099455878,22.0,1,0,Culinária,Português,Não,514226,32.0,394,17,4066.0,7154,488.0,279,Não,Tarde,Seg-Qui,0.5316980633263948,0.180952017061532
44,0.5569420099212365,1.374532979599929,1.0,1,4,Educação,Espanhol,Não,178545,73.0,414,18,921.0,20991,148.0,517,Não,Tarde,Sexta,0.7272206468037256,-2.596795233752991
54,1.3223507421531595,-0.1981910210662795,2.0,0,0,Gaming,Português,Não,603905,47.0,231,13,1318.0,40503,436.0,892,Não,Manhã,Sexta,1.0014024881314636,-2.135648814739524
18,1.398891615376352,0.171216244206481,0.0,0,4,Culinária,Português,Sim,476351,31.0,239,18,3809.0,22025,3669.0,294,Não,Manhã,Sábado,-0.4508588392367588,-3.3851302440228026
59,1.590243798434333,0.2919136675134227,0.0,1,0,Educação,Português,Não,433199,97.0,315,11,4710.0,12667,1971.0,811,Sim,Madrugada,Sexta,1.120288504370831,-3.3851302440228026
54,1.0161872492603905,-1.0174705004830953,29.0,1,0,Culinária,Português,Sim,803022,21.0,314,6,3586.0,42541,2106.0,400,Não,Tarde,Sexta,1.0014024881314636,0.4831434040590813
36,-1.3183093840469753,0.6540059374342474,18.0,0,0,Culinária,Inglês,Não,731287,113.0,199,30,5168.0,3796,3600.0,643,Sim,Manhã,Sábado,0.4597694952404678,-0.0363402640868382
38,0.3273193902516595,-0.1104110768430493,10.0,0,1,Educação,Inglês,Não,113670,90.0,404,18,7391.0,39983,647.0,58,Não,Madrugada,Sexta,0.5316980633263948,-0.6579391834166575
59,1.7050551082691214,-0.4798183421158099,16.0,0,0,Música,Português,Não,176131,93.0,436,18,997.0,16691,1508.0,276,Não,Manhã,Sexta,1.120288504370831,-0.1628401830882425
47,-0.4380893419802636,-1.7599425287045842,8.0,0,1,Gaming,Português,Sim,20280,6.0,70,24,5508.0,20759,2867.0,595,Não,Madrugada,Sábado,0.8154013875008943,-0.8861673854562443
3,-0.8590641447078214,-0.0555486117035304,41.0,0,0,Gaming,Inglês,Não,145313,15.0,220,20,3454.0,29121,1801.0,297,Não,Tarde,Seg-Qui,-2.579794304612095,0.865822366841576
24,-0.6294415250382445,-0.022631132619819,4.0,1,2,Fitness,Português,Não,997675,84.0,364,22,1494.0,38152,2489.0,397,Não,Madrugada,Sexta,-0.0758882960321731,-1.5546730354940097
11,0.8248350662024097,-1.514890184414733,3.0,1,4,Música,Português,Não,586108,71.0,8,19,5513.0,11167,1979.0,2,Não,Manhã,Seg-Qui,-1.0787303873391532,-1.8084602234831797
33,-1.1269572009889943,-0.424955876976291,6.0,1,0,Gaming,Inglês,Sim,991819,65.0,61,20,4876.0,24762,1531.0,581,Sim,Noite,Sábado,0.3442364310130055,-1.171994072711515
6,-0.7825232714846291,0.1309837697708338,48.0,0,0,Tecnologia,Português,Não,203449,34.0,489,5,6458.0,2978,4977.0,935,Não,Manhã,Sábado,-1.815175998890686,1.0411420985997728
17,-1.6244728769397447,-0.2311085001499908,22.0,1,0,Música,Português,Não,315144,76.0,332,24,6268.0,31461,3685.0,68,Não,Manhã,Sexta,-0.5247323574862356,0.180952017061532
52,0.3273193902516595,1.2062880865054044,20.0,1,0,Culinária,Português,Não,894584,18.0,467,13,5897.0,48170,2136.0,841,Não,Manhã,Seg-Qui,0.9507919889200592,0.0774873565717642
37,1.4754324885995445,1.4367104400913835,44.0,1,0,Culinária,Inglês,Sim,105950,26.0,259,12,220.0,35553,3101.0,328,Não,Madrugada,Sábado,0.4962070481832649,0.9442898230725484
29,0.442130700086448,-1.5185476820907011,3.0,1,0,Culinária,Inglês,Sim,902531,100.0,323,28,2534.0,25435,4424.0,501,Não,Noite,Sábado,0.1732226169508078,-1.8084602234831797
54,-1.1652276376005908,1.4476829331192875,12.0,1,0,Culinária,Inglês,Sim,653177,83.0,460,15,8495.0,8839,3011.0,0,Não,Tarde,Domingo,1.0014024881314636,-0.4679440608192257
48,1.398891615376352,-1.1418254214660046,40.0,1,0,Tecnologia,Português,Não,333358,119.0,123,1,5206.0,36019,3886.0,79,Não,Noite,Sexta,0.8435740816707699,0.8384155705588447
46,-0.8207937080962253,1.5537503657223577,22.0,1,0,Gaming,Espanhol,Não,260629,55.0,401,5,2183.0,28448,3403.0,844,Não,Noite,Sábado,0.7866355406153093,0.180952017061532
23,-0.1701962856990905,1.6488453052975236,34.0,1,0,Gaming,Português,Sim,921472,68.0,50,7,2533.0,16944,3243.0,35,Não,Manhã,Domingo,-0.1316644999191294,0.658463135817278
16,0.1359672071936787,-1.6867925751852255,28.0,1,0,Fitness,Português,Sim,6832,11.0,487,15,2440.0,14173,3369.0,229,Não,Tarde,Sábado,-0.6028294564070182,0.4445862536616421
12,0.442130700086448,1.6012978355099403,47.0,1,0,Fitness,Inglês,Sim,657882,32.0,161,15,2955.0,19367,4764.0,967,Não,Tarde,Domingo,-0.9693658539465466,1.0176912263397235
45,1.3223507421531595,-0.772418156193244,36.0,1,0,Gaming,Inglês,Não,125174,91.0,235,4,5963.0,19847,81.0,953,Não,Madrugada,Sexta,0.7572510261804744,0.7216642284704005
27,-0.4380893419802636,0.2297362070219679,28.0,0,4,Vlogs,Português,Não,733651,77.0,41,15,7954.0,5559,1262.0,559,Sim,Madrugada,Sábado,0.078955775949361,0.4445862536616421
24,-1.6244728769397447,-0.3006009559933815,47.0,1,0,Tecnologia,Português,Sim,271444,29.0,174,28,4766.0,13496,845.0,531,Sim,Noite,Sábado,-0.0758882960321731,1.0176912263397235
8,-0.5529006518150521,-1.7050800635650654,44.0,1,1,Vlogs,Português,Não,77874,26.0,326,29,490.0,18356,3177.0,296,Não,Manhã,Sábado,-1.4717982449062588,0.9442898230725484
11,-1.1269572009889943,0.2553386907537434,16.0,1,0,Vlogs,Espanhol,Não,337874,76.0,262,29,963.0,3915,4906.0,243,Não,Noite,Sexta,-1.0787303873391532,-0.1628401830882425
45,-0.3232780321454752,-0.3335184350770928,17.0,1,4,Gaming,Espanhol,Não,632481,120.0,202,6,6996.0,37148,4659.0,931,Sim,Manhã,Sexta,0.7572510261804744,-0.097832375186433
33,-1.3565798206585715,-1.3503027889961765,50.0,1,1,Culinária,Português,Não,354549,72.0,456,11,181.0,33007,4827.0,930,Sim,Madrugada,Sábado,0.3442364310130055,1.0866412461950363
19,1.2840803055415635,0.2516811930777755,40.0,1,4,  Vlogs,Inglês,Sim,806796,53.0,11,9,3254.0,47420,4928.0,206,Não,Tarde,Seg-Qui,-0.3807754129021105,0.8384155705588447
57,-0.0936554124758982,-1.5075751890627973,9.0,1,4,Gaming,Português,Não,73172,51.0,367,30,9344.0,4405,2771.0,451,Não,Noite,Domingo,1.0739678901879848,-0.7663380252241976
52,1.0544576858719863,-1.3173853099124653,21.0,1,0,Fitness,Inglês,Sim,552945,11.0,417,30,5890.0,14036,4222.0,217,Não,Madrugada,Domingo,0.9507919889200592,0.1303958268531543
17,-1.1269572009889943,0.471131053635851,23.0,0,4,Vlogs,Português,Não,765308,50.0,350,4,9959.0,49649,3913.0,452,Não,Manhã,Seg-Qui,-0.5247323574862356,0.2293562160699116
12,0.2890489536400634,0.6430334444063437,46.0,1,1,Música,Português,Não,951089,116.0,247,24,8637.0,28031,3225.0,902,Não,Manhã,Domingo,-0.9693658539465466,0.9937466154090692
19,-0.1319258490874943,-0.5273658119033929,17.0,1,0,Gaming,Português,Não,176204,48.0,93,12,8560.0,1429,2633.0,241,Não,Noite,Sexta,-0.3807754129021105,-0.097832375186433
35,-1.5862024403281485,1.2172605795333082,5.0,1,1,Tecnologia,Português,Sim,17770,81.0,405,15,6777.0,26812,3314.0,714,Não,Manhã,Seg-Qui,0.4223335299337882,-1.347313804469712
26,-1.1269572009889943,-1.5222051797666691,48.0,1,0,Gaming,Português,Não,826960,4.0,11,4,7305.0,31275,3514.0,795,Sim,Madrugada,Sábado,0.0292656723666827,1.0411420985997728
59,1.2075394323183712,0.8588258072884514,31.0,1,2,Música,Inglês,Não,721255,75.0,75,25,105.0,42108,983.0,349,Não,Tarde,Sexta,1.120288504370831,0.5565448073262559
34,-1.3948502572701678,1.0160982073550722,20.0,1,0,Fitness,Português,Sim,86991,8.0,285,4,8572.0,49985,2330.0,13,Não,Madrugada,Sexta,0.3838428928192983,0.0774873565717642
42,0.0594263339704864,0.5552535001831134,49.0,1,4,Música,Inglês,Sim,272955,52.0,0,13,3273.0,12845,1865.0,185,Não,Madrugada,Domingo,0.665104165835797,1.064119183304595
37,-0.8207937080962253,1.0160982073550722,45.0,0,1,Gaming,Inglês,Sim,802835,17.0,420,17,3020.0,7419,3443.0,766,Não,Noite,Sábado,0.4962070481832649,0.969287027331344
4,0.0594263339704864,1.096563156226367,26.0,1,0,Culinária,Português,Não,68058,18.0,123,20,5805.0,37976,3250.0,790,Não,Tarde,Sexta,-2.2749071877421576,0.3633140438270346
59,1.6667846716575252,1.023413202707008,13.0,1,0,Fitness,Inglês,Não,187083,86.0,177,12,5070.0,20026,2372.0,492,Não,Madrugada,Domingo,1.120288504370831,-0.3836590624417034
10,0.9779168126487944,-0.1762460350104719,4.0,1,0,Música,Português,Não,289242,4.0,328,10,8408.0,46415,4768.0,2,Não,Madrugada,Seg-Qui,-1.1976164035785213,-1.5546730354940097
4,-0.3998189053686675,-1.1527979144939084,24.0,1,4,Vlogs,Espanhol,Sim,534314,76.0,308,17,8652.0,30200,2819.0,567,Não,Tarde,Sábado,-2.2749071877421576,0.2757841730347833
41,-1.5479320037165525,-0.67366571894211,33.0,0,2,Educação,Inglês,Não,811239,74.0,372,11,7649.0,35396,1555.0,211,Não,Madrugada,Domingo,0.6329538058022793,0.6254948271815692
55,-0.8207937080962253,-0.8089931329529233,22.0,1,1,Fitness,Português,Não,854858,111.0,311,12,1363.0,35579,2354.0,379,Não,Madrugada,Domingo,1.0260216633693853,0.180952017061532
35,-0.5911710884266483,1.1587406167178214,15.0,1,2,Tecnologia,Espanhol,Sim,693008,14.0,364,27,5945.0,33183,3014.0,170,Não,Manhã,Domingo,0.4223335299337882,-0.2317902029435559
29,-0.6677119616498406,-1.4015077564597276,20.0,0,0,Música,Inglês,Não,194744,10.0,450,5,1230.0,2696,947.0,447,Não,Noite,Sábado,0.1732226169508078,0.0774873565717642
7,0.2890489536400634,1.6086128308618763,2.0,1,2,Culinária,Inglês,Sim,635415,112.0,444,29,4675.0,26611,895.0,54,Não,Manhã,Seg-Qui,-1.6327284171920715,-2.135648814739524
2,1.7433255448807174,-1.5039176913868295,34.0,1,4,Vlogs,Inglês,Sim,74812,19.0,297,26,8412.0,20653,2454.0,989,Não,Noite,Seg-Qui,-2.972862162179201,0.658463135817278
57,0.8631055028140058,1.2318905702371798,7.0,1,0,Educação,Inglês,Não,713795,59.0,91,28,8119.0,49364,4573.0,295,Não,Tarde,Sábado,1.0739678901879848,-1.0201252132133678
13,0.1359672071936787,-0.4103258862724193,25.0,1,0,Fitness,Português,Não,44928,46.0,406,21,9125.0,15866,4739.0,697,Não,Madrugada,Seg-Qui,-0.8681101114706627,0.3203909494505861
47,1.3223507421531595,0.9904957236232969,5.0,1,0,Fitness,Inglês,Sim,128570,46.0,396,29,1953.0,8820,167.0,0,Não,Madrugada,Seg-Qui,0.8154013875008943,-1.347313804469712
60,0.1359672071936787,-0.5419958026072647,40.0,1,4,Culinária,Inglês,Não,402967,114.0,86,17,8634.0,32678,162.0,946,Não,Madrugada,Sexta,1.142872940201921,0.8384155705588447
46,-1.241768510823783,-1.525862677442637,21.0,1,0,Educação,Inglês,Sim,137659,13.0,244,12,3597.0,37892,2769.0,117,Não,Noite,Sábado,0.7866355406153093,0.1303958268531543
42,-0.744252834873033,-1.3649327797000483,4.0,0,0,Música,Espanhol,Não,835309,97.0,386,22,1620.0,38830,803.0,650,Não,Madrugada,Domingo,0.665104165835797,-1.5546730354940097
35,-0.8207937080962253,0.0139438441398602,27.0,1,1,Tecnologia,Português,Sim,567481,58.0,492,14,9201.0,18390,1977.0,364,Sim,Manhã,Sábado,0.4223335299337882,0.4046759478281083
60,1.5137029252111405,-0.2420809931778946,26.0,0,0,Tecnologia,Inglês,Não,281180,55.0,205,12,3501.0,9072,193.0,437,Sim,Madrugada,Sexta,1.142872940201921,0.3633140438270346
38,1.130998559095179,-1.6355876077216749,4.0,1,1,Tecnologia,Português,Sim,610009,96.0,215,25,2422.0,45367,4189.0,711,Sim,Madrugada,Seg-Qui,0.5316980633263948,-1.5546730354940097
45,0.671753319756025,-1.225947868013267,22.0,0,1,Tecnologia,Português,Não,854733,9.0,311,17,1652.0,49083,4357.0,210,Não,Tarde,Sexta,0.7572510261804744,0.180952017061532
27,-0.3232780321454752,1.476942914527031,50.0,1,4,Música,Inglês,Não,879419,88.0,161,17,4936.0,10806,2114.0,837,Não,Madrugada,Domingo,0.078955775949361,1.0866412461950363
40,-0.744252834873033,1.323328012136378,45.0,1,0,Gaming,Português,Sim,199243,91.0,124,26,983.0,25373,1625.0,942,Não,Noite,Sábado,0.60002866420041,0.969287027331344
44,1.130998559095179,-1.4673427146271505,35.0,0,0,Gaming,Inglês,Sim,451264,53.0,194,13,3679.0,19684,3033.0,594,Não,Manhã,Sábado,0.7272206468037256,0.6905026350833788
36,1.398891615376352,0.7856758537690928,30.0,1,0,Vlogs,Português,Sim,284480,120.0,33,24,742.0,49866,3908.0,649,Não,Tarde,Domingo,0.4597694952404678,0.5204361552046979
20,1.5137029252111405,0.0578338162514753,1.0,0,4,Música,Espanhol,Sim,963198,23.0,141,14,3731.0,41145,1052.0,693,Não,Noite,Sábado,-0.3141120816177444,-2.596795233752991
10,-1.6627433135513408,-1.5660951518782842,0.0,0,4,Tecnologia,Inglês,Não,922626,29.0,470,14,3362.0,47689,1357.0,532,Não,Madrugada,Sábado,-1.1976164035785213,-3.3851302440228026
21,-1.4331206938817638,1.3013830260805703,17.0,0,4,Tecnologia,Português,Não,59369,33.0,274,5,9512.0,27116,1874.0,480,Não,Madrugada,Sexta,-0.2505505161584976,-0.097832375186433
41,-1.241768510823783,1.0892481608744309,2.0,1,4,Gaming,Espanhol,Não,916039,13.0,33,27,7848.0,43069,2345.0,717,Não,Noite,Sábado,0.6329538058022793,-2.135648814739524
46,0.3273193902516595,-0.6005157654227515,19.0,1,4,Gaming,Português,Não,339909,52.0,442,20,820.0,32513,3936.0,16,Não,Madrugada,Domingo,0.7866355406153093,0.0219969850456136
16,1.6667846716575252,-1.6173001193418353,1.0,1,4,Educação,Português,Não,212794,97.0,375,8,5108.0,33562,4814.0,821,Não,Manhã,Domingo,-0.6028294564070182,-2.596795233752991
40,-0.744252834873033,0.8551683096124834,49.0,1,4,Tecnologia,Inglês,Sim,403622,107.0,138,29,8229.0,7081,2179.0,84,Não,Madrugada,Seg-Qui,0.60002866420041,1.064119183304595
25,0.1359672071936787,-0.6846382119700138,23.0,1,0,Educação,Inglês,Não,873386,107.0,370,13,6190.0,22942,2659.0,791,Não,Madrugada,Seg-Qui,-0.0222999665265228,0.2293562160699116
40,0.7100237563676212,0.171216244206481,30.0,0,4,Culinária,Português,Sim,516917,106.0,286,20,2556.0,22841,4300.0,576,Não,Noite,Seg-Qui,0.60002866420041,0.5204361552046979
38,-0.3615484687570713,0.8734557979923231,12.0,1,0,Tecnologia,Português,Sim,129571,116.0,370,10,7438.0,31157,1599.0,107,Não,Madrugada,Sábado,0.5316980633263948,-0.4679440608192257
11,-1.241768510823783,-1.4527127239232784,45.0,0,0,Gaming,Espanhol,Sim,255433,72.0,125,27,104.0,24560,345.0,815,Não,Noite,Sexta,-1.0787303873391532,0.969287027331344
55,0.0594263339704864,-1.430767737867471,3.0,0,2,Culinária,Inglês,Sim,714858,5.0,213,10,1532.0,30311,2984.0,410,Sim,Tarde,Sexta,1.0260216633693853,-1.8084602234831797
