video_id,duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,total_views,duration_minutes_log,tags_count_log
VID00708,24,1.5519733618227367,-1.5148901844147329,19.0,1,0,Tecnologia,Português,Não,461714,94.0,20,30,7241.0,47418,4738.0,110,Não,Madrugada,Seg-Qui,617144,-0.075888296032173,0.02199698504561417
VID02054,10,0.5186715733096404,-0.4066683885964514,35.0,1,2,Culinária,Inglês,Sim,705414,111.0,375,3,2546.0,45018,1702.0,149,Sim,Tarde,Domingo,1773150,-1.197616403578521,0.6905026350833793
VID01789,54,-0.7059823982614367,-0.2420809931778947,7.0,0,1,Tecnologia,Espanhol,Sim,967743,52.0,391,25,1852.0,39553,4680.0,818,Não,Tarde,Sexta,1325768,1.0014024881314638,-1.0201252132133674
VID01309,30,1.7050551082691214,0.6064584676466641,35.0,0,1,Fitness,Português,Não,853679,116.0,174,25,2510.0,12270,2627.0,112,Não,Tarde,Sábado,594653,0.2180242456974108,0.6905026350833793
VID01065,5,-1.5862024403281485,0.02125883949179597,24.0,1,4,Fitness,Português,Não,12255,46.0,53,15,5238.0,17036,4115.0,712,Não,Manhã,Sábado,113617,-2.025796274759177,0.27578417303478386
VID01623,53,-1.012145891154206,-1.068675467946646,10.0,1,0,Fitness,Português,Sim,990735,88.0,57,1,8312.0,19012,1299.0,632,Não,Manhã,Seg-Qui,716983,0.9763315597867066,-0.657939183416657
VID00434,30,-0.1319258490874943,-0.33717593275306085,48.0,1,0,Gaming,Português,Não,539793,17.0,277,15,1274.0,33750,114.0,475,Não,Madrugada,Sábado,787672,0.2180242456974108,1.0411420985997732
VID00150,45,1.398891615376352,-0.0043436442399795135,40.0,0,4,Tecnologia,Inglês,Não,642727,,444,23,,37638,,267,Não,Madrugada,Domingo,1782938,0.7572510261804745,0.8384155705588452
VID01224,29,1.130998559095179,1.40745045868364,15.0,1,0,Culinária,Português,Sim,140072,101.0,21,24,5699.0,47155,1465.0,214,Não,Noite,Domingo,264258,0.17322261695080798,-0.23179020294355548
VID01509,55,0.02115589735889036,-1.1418254214660044,14.0,1,0,Fitness,Inglês,Sim,150751,107.0,1,30,5785.0,40563,1438.0,221,Não,Madrugada,Seg-Qui,631271,1.0260216633693855,-0.30519160621073
VID00743,53,1.0161872492603905,-0.4505583607080665,25.0,1,4,Tecnologia,Português,Não,494871,44.0,1,8,4994.0,43766,3773.0,264,Não,Noite,Sexta,619431,0.9763315597867066,0.32039094945058666
VID02494,41,0.174237643805275,-0.6480632352103346,6.0,0,0,Música,Português,Não,492711,,236,6,3662.0,10381,3501.0,161,Não,Tarde,Sábado,850270,0.6329538058022794,-1.1719940727115146
VID02304,55,0.9013759394256021,-1.1271954307621328,11.0,1,0,Fitness,Inglês,Não,390156,16.0,212,14,5068.0,29309,2949.0,830,Não,Manhã,Seg-Qui,915969,1.0260216633693855,-0.5589787941998997
VID01601,9,-1.1652276376005908,1.1587406167178211,2.0,0,0,Vlogs,Português,Não,388226,102.0,353,17,175.0,12854,1274.0,319,Não,Noite,Seg-Qui,378983,-1.3278413003221334,-2.135648814739523
VID02289,47,0.4804011366980443,-1.2917828261806894,33.0,1,0,Educação,Português,Não,154658,59.0,163,4,1740.0,28537,2066.0,776,Não,Manhã,Sábado,195892,0.8154013875008944,0.6254948271815697
VID02394,29,-0.17019628569909045,0.15658625350260927,23.0,1,4,Fitness,Português,Não,39867,30.0,488,23,7753.0,12306,10.0,93,Não,Noite,Sexta,89730,0.17322261695080798,0.22935621606991216
VID02306,54,1.3223507421531597,-0.19819102106627956,2.0,0,0,Gaming,Português,Não,603905,47.0,231,13,1318.0,40503,436.0,892,Não,Manhã,Sexta,852576,1.0014024881314638,-2.135648814739523
VID00164,56,0.9779168126487944,0.25899618842971117,11.0,1,0,Gaming,Português,Não,37980,111.0,158,13,6127.0,121,1547.0,189,Não,Noite,Sábado,117680,1.0502050780361836,-0.5589787941998997
VID00403,46,-0.4763597785918597,0.8771132956682907,21.0,1,0,Culinária,Inglês,Sim,965784,23.0,351,15,8575.0,12889,2263.0,198,Não,Manhã,Seg-Qui,1859200,0.7866355406153094,0.13039582685315482
VID23791,60,-1.3565798206585715,-0.128698565222889,22.0,1,0,Educação,Português,Não,427712,37.0,192,8,6081.0,46984,3781.0,61,Não,Manhã,Sábado,391646,1.1428729402019213,0.18095201706153255
VID00487,37,-0.5146302152034559,0.17121624420648096,18.0,0,0,Gaming,Português,Sim,183194,85.0,486,3,9175.0,20032,670.0,996,Sim,Manhã,Sábado,388817,0.4962070481832651,-0.03634026408683776
VID01605,38,1.360621178764756,0.8515108119365151,4.0,0,0,Tecnologia,Português,Sim,127952,99.0,495,5,9381.0,43171,336.0,296,Não,Manhã,Domingo,275126,0.5316980633263949,-1.5546730354940093
VID02023,36,-1.4331206938817638,0.9685507375674888,38.0,0,0,Culinária,Português,Sim,913047,104.0,214,3,2215.0,23756,2914.0,480,Sim,Noite,Seg-Qui,763812,0.459769495240468,0.7815373684640537
VID01648,21,-0.3998189053686674,1.6927352774091382,44.0,0,0,Música,Português,Não,438215,22.0,226,6,4915.0,14932,2847.0,804,Não,Madrugada,Sábado,789130,-0.25055051615849744,0.9442898230725489
VID01504,44,1.130998559095179,-0.0043436442399795135,11.0,0,0,Tecnologia,Português,Não,820340,,258,2,6779.0,45422,509.0,661,Sim,Manhã,Sábado,943120,0.7272206468037257,-0.5589787941998997
VID01591,8,-0.7442528348730328,1.4806004122029988,40.0,0,0,Educação,Português,Sim,417062,1.0,103,12,6436.0,17042,3999.0,644,Não,Manhã,Sexta,350969,-1.4717982449062585,0.8384155705588452
VID00439,36,-0.5911710884266482,0.09806629068712241,36.0,0,4,Educação,Português,Não,530963,103.0,215,9,1547.0,21983,4496.0,359,Não,Noite,Domingo,364726,0.459769495240468,0.7216642284704009
VID00050,52,0.13596720719367883,0.3028861605413263,36.0,1,4,Culinária,Português,Sim,631280,40.0,407,11,4937.0,11849,2988.0,790,Não,Noite,Sexta,518875,0.9507919889200594,0.7216642284704009
VID00068,8,0.5186715733096404,-1.2734953378008498,2.0,1,4,Música,Português,Sim,213730,51.0,386,30,4911.0,29644,709.0,731,Não,Tarde,Seg-Qui,420391,-1.4717982449062585,-2.135648814739523
VID01651,3,0.44213070008644817,-1.6173001193418348,22.0,0,0,Educação,Espanhol,Sim,659848,76.0,37,24,8732.0,35765,750.0,881,Não,Manhã,Sexta,616826,-2.579794304612095,0.18095201706153255
VID01404,5,1.130998559095179,-0.21282101177015128,3.0,1,0,Vlogs,Inglês,Não,417725,38.0,223,6,7111.0,4189,2995.0,984,Não,Manhã,Sábado,1008757,-2.025796274759177,-1.808460223483179
VID01923,19,-0.782523271484629,1.6927352774091382,39.0,1,4,Culinária,Português,Sim,509497,12.0,426,8,9042.0,18117,4796.0,648,Não,Noite,Sexta,490892,-0.3807754129021103,0.810331995315426
VID00049,38,-0.32327803214547507,-0.15430104895466448,19.0,0,0,Vlogs,Português,Não,981251,48.0,196,17,1716.0,29654,4090.0,239,Não,Madrugada,Seg-Qui,855220,0.5316980633263949,0.02199698504561417
VID00760,6,-0.36154846875707125,1.1733706074216927,28.0,1,4,Vlogs,Português,Não,166092,116.0,94,30,5192.0,15040,2131.0,892,Não,Tarde,Seg-Qui,236551,-1.815175998890686,0.4445862536616426
VID01464,2,-0.24673715892228276,-1.0064980074551912,8.0,0,0,Vlogs,Espanhol,Não,754024,2.0,259,15,1677.0,44356,4497.0,878,Não,Noite,Domingo,951889,-2.972862162179201,-0.8861673854562439
VID01335,33,0.6334828831444289,0.3028861605413263,4.0,1,0,Fitness,Inglês,Sim,358200,10.0,478,19,9560.0,3004,1248.0,968,Não,Noite,Seg-Qui,722370,0.3442364310130057,-1.5546730354940093
VID01055,24,1.3223507421531597,0.8697983003163547,11.0,1,2,Tecnologia,Inglês,Não,242820,88.0,428,11,1166.0,28354,2113.0,155,Não,Noite,Seg-Qui,856333,-0.075888296032173,-0.5589787941998997
VID00125,52,1.3223507421531597,0.2919136675134225,3.0,1,4,Culinária,Português,Sim,940833,65.0,329,22,4966.0,47448,2711.0,1000,Sim,Noite,Seg-Qui,837681,0.9507919889200594,-1.808460223483179
VID00694,49,-0.9356050179310137,-1.2552078494210102,41.0,1,0,Fitness,Português,Não,2313748,47.0,152,23,5209.0,10111,2472.0,164,Sim,Noite,Seg-Qui,274273,0.8711775913878508,0.8658223668415764
VID01135,4,-0.3998189053686674,-0.4395858676801627,32.0,1,0,Música,Espanhol,Sim,473630,71.0,434,17,9331.0,29845,1794.0,469,Não,Noite,Seg-Qui,1145954,-2.2749071877421576,0.591542245866622
VID02324,46,1.0161872492603905,-1.3320153006163367,23.0,1,0,Tecnologia,Inglês,Não,815592,118.0,339,9,5470.0,11755,3379.0,674,Não,Tarde,Domingo,2172801,0.7866355406153094,0.22935621606991216
VID01646,48,-0.17019628569909045,1.0855906631984626,38.0,1,2,Tecnologia,Português,Não,442433,96.0,59,1,650.0,44791,4946.0,325,Não,Madrugada,Sexta,592772,0.84357408167077,0.7815373684640537
VID02421,59,-1.012145891154206,1.5244903843146136,19.0,1,4,Gaming,Inglês,Não,443783,22.0,496,7,5138.0,26870,2023.0,942,Não,Tarde,Sábado,1699392,1.1202885043708313,0.02199698504561417
VID00026,39,-0.552900651815052,0.961235742215553,50.0,1,0,Educação,Espanhol,Não,688084,42.0,388,8,2889.0,47545,,865,Não,Tarde,Domingo,697986,0.5662904745179134,1.0866412461950368
VID02408,42,-0.2850075955338789,-1.214975374985363,40.0,1,2,Tecnologia,Português,Não,847042,56.0,180,6,9382.0,44543,1029.0,643,Sim,Manhã,Sexta,1004352,0.6651041658357971,0.8384155705588452
VID00568,41,-1.3183093840469753,-1.0211279981590629,46.0,1,0,Fitness,Português,Não,521484,101.0,65,21,2926.0,6486,1220.0,359,Não,Manhã,Domingo,415175,0.6329538058022794,0.9937466154090695
VID02037,5,0.403860263474852,-0.7760756538692118,6.0,1,4,Educação,Português,Sim,399816,68.0,67,9,1049.0,13207,1679.0,17,Não,Manhã,Seg-Qui,284414,-2.025796274759177,-1.1719940727115146
VID01641,37,0.7100237563676213,1.257493053968955,49.0,1,0,Educação,Inglês,Não,793549,112.0,129,25,7277.0,35723,4369.0,411,Não,Manhã,Sexta,1504292,0.4962070481832651,1.0641191833045955
VID01614,33,-1.47139113049336,0.6430334444063435,9.0,1,0,Vlogs,Português,Sim,758961,69.0,462,26,3349.0,36539,1507.0,612,Não,Manhã,Domingo,709184,0.3442364310130057,-0.7663380252241971
VID01212,56,0.2890489536400635,-1.5258626774426365,30.0,1,0,Educação,Português,Não,784660,75.0,388,22,8770.0,24416,1604.0,719,Não,Madrugada,Sábado,534478,1.0502050780361836,0.5204361552046983
VID02107,44,1.7050551082691214,1.0782756678465266,2.0,1,0,Gaming,Português,Sim,986292,45.0,419,12,8144.0,6249,4659.0,780,Não,Noite,Seg-Qui,1331656,0.7272206468037257,-2.135648814739523
VID01692,23,-0.43808934198026356,-0.0043436442399795135,29.0,1,4,Música,Português,Sim,234594,48.0,70,21,8431.0,36342,247.0,143,Sim,Tarde,Sexta,538397,-0.13166449991912935,0.48314340405908185
VID02428,30,0.8248350662024098,-0.7980206399250195,40.0,1,4,Gaming,Português,Não,59192,79.0,128,15,7895.0,37109,838.0,452,Não,Noite,Sábado,219030,0.2180242456974108,0.8384155705588452
VID01171,48,1.398891615376352,-0.7504731701374364,13.0,1,0,Fitness,Inglês,Sim,19221,77.0,441,10,4453.0,23258,4796.0,359,Não,Madrugada,Sábado,400487,0.84357408167077,-0.38365906244170295
VID00362,41,-1.6627433135513408,1.5281478819905816,13.0,1,0,Vlogs,Espanhol,Não,862224,68.0,373,2,3700.0,10006,1470.0,577,Não,Tarde,Seg-Qui,965902,0.6329538058022794,-0.38365906244170295
VID01602,55,-0.7059823982614367,0.12001127674292997,34.0,1,0,Música,Português,Não,583767,82.0,91,15,4605.0,33013,1244.0,890,Não,Manhã,Domingo,999922,1.0260216633693855,0.6584631358172784
VID01178,41,-0.2850075955338789,-0.059206109379498405,27.0,1,0,Vlogs,Inglês,Sim,29318,90.0,499,30,6681.0,3889,3217.0,552,Não,Noite,Domingo,322492,0.6329538058022794,0.40467594782810884
VID02467,21,-0.36154846875707125,-0.7760756538692118,24.0,1,0,Música,Português,Sim,535321,74.0,230,9,567.0,30397,1375.0,130,Não,Noite,Sexta,908606,-0.25055051615849744,0.27578417303478386
VID01877,36,0.13596720719367883,-0.31888844437322117,26.0,1,0,Gaming,Português,Sim,846001,63.0,325,23,7510.0,33957,3963.0,639,Não,Madrugada,Seg-Qui,1224822,0.459769495240468,0.36331404382703514
VID01291,31,1.5519733618227367,1.0014682166512003,7.0,1,1,Educação,Português,Sim,66183,35.0,359,11,9870.0,8796,239.0,70,Não,Tarde,Seg-Qui,102975,0.2614033576479761,-1.0201252132133674
VID02333,25,1.3223507421531597,-0.3335184350770929,14.0,1,0,Educação,Inglês,Não,528056,72.0,5,15,405.0,45799,542.0,439,Não,Tarde,Domingo,1045248,-0.022299966526522726,-0.30519160621073
VID01621,17,1.360621178764756,-0.7102406957017893,4.0,0,0,Tecnologia,Português,Não,196498,27.0,99,18,1261.0,13518,3827.0,308,Não,Noite,Sábado,272086,-0.5247323574862355,-1.5546730354940093
VID00508,23,-1.6627433135513408,1.60129783550994,22.0,1,4,Música,Inglês,Sim,95051,116.0,11,4,8217.0,44258,4068.0,5,Não,Noite,Domingo,864076,-0.13166449991912935,0.18095201706153255
VID00671,52,-1.1269572009889945,-0.0043436442399795135,23.0,1,4,Educação,Português,Sim,886022,23.0,383,5,1676.0,21295,3695.0,327,Não,Noite,Seg-Qui,548212,0.9507919889200594,0.22935621606991216
VID02242,48,0.2507785170284674,0.1346412674468017,25.0,1,0,Vlogs,Português,Não,249799,42.0,397,8,9756.0,12188,765.0,846,Sim,Tarde,Domingo,338095,0.84357408167077,0.32039094945058666
VID01576,56,-0.017114539252705802,1.509860393610742,24.0,1,0,Gaming,Inglês,Sim,561657,100.0,260,19,1971.0,42773,2589.0,637,Sim,Manhã,Seg-Qui,2291627,1.0502050780361836,0.27578417303478386
VID02166,38,-0.7059823982614367,-0.03360362564772292,33.0,1,0,Fitness,Português,Não,264191,120.0,338,30,6162.0,948,1083.0,60,Não,Tarde,Domingo,260987,0.5316980633263949,0.6254948271815697
VID02187,19,0.3273193902516597,0.1492712581506734,18.0,1,1,Tecnologia,Português,Não,673261,102.0,140,16,8969.0,29095,4214.0,847,Sim,Noite,Domingo,836155,-0.3807754129021103,-0.03634026408683776
VID01438,41,-0.2850075955338789,0.31020115589326214,44.0,0,0,Gaming,Inglês,Não,778678,48.0,45,17,3145.0,2857,165.0,217,Não,Tarde,Domingo,2586141,0.6329538058022794,0.9442898230725489
VID00241,42,1.0927281224835828,1.60129783550994,35.0,1,0,Vlogs,Português,Sim,274372,104.0,394,18,8760.0,22522,4453.0,176,Sim,Tarde,Sábado,436755,0.6651041658357971,0.6905026350833793
VID01977,44,1.4371620519879482,0.6796084211660227,24.0,1,4,Culinária,Português,Sim,302127,82.0,120,29,4470.0,10475,4453.0,67,Não,Madrugada,Sexta,343381,0.7272206468037257,0.27578417303478386
VID01805,45,0.4804011366980443,-0.6041732630987194,37.0,1,4,Música,Português,Não,685445,99.0,354,19,4134.0,43060,4197.0,467,Sim,Noite,Sexta,1297352,0.7572510261804745,0.751994746182974
VID00071,48,0.21250808041687116,-1.0321004911869667,23.0,1,0,Gaming,Inglês,Não,921623,,375,4,2770.0,36122,,902,Não,Noite,Sexta,3343360,0.84357408167077,0.22935621606991216
VID00565,55,-0.36154846875707125,-0.16527354198256825,40.0,1,2,Tecnologia,Espanhol,Não,447527,19.0,111,5,7736.0,42089,2258.0,102,Não,Noite,Sexta,767659,1.0260216633693855,0.8384155705588452
VID02177,13,0.13596720719367883,0.5406235094792414,42.0,1,0,Tecnologia,Português,Sim,411293,21.0,375,15,1564.0,7322,4731.0,965,Não,Madrugada,Domingo,495293,-0.8681101114706626,0.8925842371019934
VID01296,51,0.3655898268632558,-0.30060095599338155,13.0,1,2,Tecnologia,Inglês,Não,841289,104.0,494,25,9674.0,48415,3393.0,530,Não,Noite,Domingo,2416195,0.924765920893501,-0.38365906244170295
VID00074,18,-0.9738754545426098,-0.0043436442399795135,48.0,1,0,Gaming,Português,Não,654629,34.0,368,21,6679.0,39049,,655,Não,Noite,Sexta,1005524,-0.4508588392367586,1.0411420985997732
VID01193,7,-0.8973345813194175,-0.19819102106627956,34.0,1,4,Música,Português,Sim,173807,37.0,61,10,1338.0,28154,3960.0,974,Não,Tarde,Seg-Qui,428681,-1.6327284171920713,0.6584631358172784
VID00351,25,1.0161872492603905,-1.3356727982923047,6.0,1,0,Gaming,Português,Não,627946,78.0,370,29,4502.0,7775,2499.0,97,Não,Tarde,Sexta,898117,-0.022299966526522726,-1.1719940727115146
VID02308,25,-1.241768510823783,-0.21282101177015128,29.0,0,4,Vlogs,Inglês,Não,515018,28.0,470,13,4254.0,42589,234.0,493,Não,Madrugada,Domingo,1248221,-0.022299966526522726,0.48314340405908185
VID00762,24,1.7050551082691214,-0.6992682026738856,27.0,1,0,Vlogs,Português,Não,859956,101.0,55,29,201.0,30860,1378.0,597,Não,Manhã,Domingo,790092,-0.075888296032173,0.40467594782810884
VID01633,11,1.3223507421531597,-1.5478076634984441,6.0,1,0,Fitness,Português,Sim,290030,71.0,295,11,3045.0,17094,3594.0,917,Não,Tarde,Domingo,295587,-1.078730387339153,-1.1719940727115146
VID01744,55,-1.2034980742121868,0.2626536861056791,17.0,1,4,Música,Inglês,Não,250240,75.0,361,22,9996.0,48592,449.0,98,Não,Manhã,Sexta,1383512,1.0260216633693855,-0.09783237518643251
VID00882,37,0.9396463760371982,1.3562454912200892,2.0,1,4,Fitness,Português,Não,96087,7.0,345,2,3749.0,20339,1524.0,90,Não,Noite,Seg-Qui,122903,0.4962070481832651,-2.135648814739523
VID01540,33,0.2890489536400635,-0.10309608149111352,2.0,1,4,Tecnologia,Português,Sim,480675,79.0,83,1,4468.0,639,4814.0,927,Não,Tarde,Domingo,519304,0.3442364310130057,-2.135648814739523
VID00077,41,-0.09365541247589813,1.4184229517115439,34.0,1,0,Música,Português,Não,966617,18.0,443,21,257.0,5521,2578.0,173,Não,Noite,Sábado,1544531,0.6329538058022794,0.6584631358172784
VID00433,25,0.13596720719367883,-0.6846382119700138,23.0,1,0,Educação,Inglês,Não,873386,107.0,370,13,6190.0,22942,2659.0,791,Não,Madrugada,Seg-Qui,1460704,-0.022299966526522726,0.22935621606991216
VID01749,37,1.2840803055415635,0.4784460489877867,27.0,1,1,Vlogs,Português,Sim,795683,54.0,307,3,6618.0,7232,4017.0,757,Não,Madrugada,Domingo,687421,0.4962070481832651,0.40467594782810884
VID01103,23,1.0544576858719865,-0.6553782305622704,3.0,1,0,Música,Português,Sim,798101,12.0,339,12,8892.0,35080,2848.0,138,Não,Manhã,Sexta,1358761,-0.13166449991912935,-1.808460223483179
VID00158,48,0.9779168126487944,-0.7395006771095327,34.0,1,1,Vlogs,Espanhol,Sim,326827,108.0,391,3,2446.0,43820,2295.0,453,Não,Madrugada,Sexta,535580,0.84357408167077,0.6584631358172784
VID01581,11,-1.5479320037165523,1.5939828401580043,13.0,1,4,Fitness,Português,Não,155773,102.0,411,18,5161.0,48853,810.0,133,Sim,Madrugada,Seg-Qui,341861,-1.078730387339153,-0.38365906244170295
VID01570,39,-0.36154846875707125,-0.9077455702040572,36.0,0,0,Tecnologia,Português,Não,15840,86.0,295,1,5351.0,25762,1958.0,647,Não,Manhã,Domingo,143759,0.5662904745179134,0.7216642284704009
VID02484,40,-1.1652276376005908,0.4528435652560112,48.0,1,4,Música,Português,Sim,705754,44.0,269,29,260.0,22019,550.0,189,Não,Noite,Domingo,1132407,0.6000286642004101,1.0411420985997732
VID00136,42,1.0544576858719865,1.4403679377673515,4.0,1,1,Vlogs,Português,Não,713939,45.0,172,5,6277.0,25557,2124.0,63,Sim,Tarde,Domingo,703570,0.6651041658357971,-1.5546730354940093
VID02104,49,-0.9738754545426098,-0.07383610008337012,41.0,0,0,Educação,Português,Sim,346972,113.0,489,13,1373.0,32759,2393.0,116,Sim,Madrugada,Domingo,386482,0.8711775913878508,0.8658223668415764
VID01028,56,0.174237643805275,0.8515108119365151,17.0,0,0,Gaming,Inglês,Não,772628,86.0,165,2,4940.0,44283,3972.0,314,Sim,Noite,Sábado,2961481,1.0502050780361836,-0.09783237518643251
VID01731,46,-0.552900651815052,1.4623129238231591,10.0,0,1,Educação,Português,Não,32927,17.0,389,1,7735.0,3763,3212.0,985,Não,Madrugada,Seg-Qui,89770,0.7866355406153094,-0.657939183416657
VID00912,3,-0.017114539252705802,-1.5185476820907007,10.0,1,0,Culinária,Inglês,Sim,646255,106.0,339,17,1111.0,6659,1224.0,326,Não,Manhã,Seg-Qui,1245237,-2.579794304612095,-0.657939183416657
VID02226,53,-1.1269572009889945,0.3467761326529414,14.0,1,0,Gaming,Português,Sim,871844,89.0,250,19,5740.0,37661,401.0,821,Não,Manhã,Seg-Qui,1242512,0.9763315597867066,-0.30519160621073
VID02154,49,-1.4331206938817638,1.6890777797331702,25.0,1,4,Música,Português,Não,979043,26.0,468,13,395.0,36798,1203.0,295,Não,Tarde,Domingo,1591940,0.8711775913878508,0.32039094945058666
VID00052,22,0.403860263474852,-1.3320153006163367,16.0,0,4,Culinária,Português,Sim,324477,50.0,378,5,1672.0,10431,1111.0,671,Não,Madrugada,Sábado,303544,-0.18981486123954924,-0.16284018308824205
VID01944,26,1.5519733618227367,-1.5185476820907007,33.0,1,0,Vlogs,Inglês,Não,826180,48.0,65,7,9443.0,33363,4250.0,138,Não,Manhã,Seg-Qui,2020691,0.029265672366682892,0.6254948271815697
VID00496,52,-0.5146302152034559,-1.3429877936442405,50.0,0,4,Fitness,ESPANHOL,Sim,438083,80.0,233,21,2771.0,18833,177.0,907,Não,Manhã,Seg-Qui,473325,0.9507919889200594,1.0866412461950368
VID01673,31,-1.701013750162937,-0.5566257933111364,37.0,1,0,Vlogs,Espanhol,Não,291659,53.0,362,3,5129.0,29812,4958.0,482,Não,Noite,Seg-Qui,496659,0.2614033576479761,0.751994746182974
VID01360,9,-0.2084667223106866,-0.3225459420491891,20.0,1,2,Gaming,Português,Sim,589763,66.0,229,20,7408.0,39602,935.0,894,Não,Manhã,Sexta,891259,-1.3278413003221334,0.07748735657176468
VID01128,46,0.09769677058208268,0.8515108119365151,44.0,1,0,Gaming,Inglês,Sim,404853,63.0,150,14,627.0,18767,2622.0,20,Não,Tarde,Sexta,1594842,0.7866355406153094,0.9442898230725489
VID00290,49,1.0927281224835828,0.9429482538357133,37.0,0,0,Música,Inglês,Sim,896781,32.0,414,25,4891.0,29169,4428.0,837,Sim,Manhã,Domingo,3861199,0.8711775913878508,0.751994746182974
VID01188,35,-0.2084667223106866,0.6686359281381189,25.0,1,0,Vlogs,Português,Não,354944,77.0,104,30,6174.0,48334,3921.0,989,Não,Madrugada,Seg-Qui,495267,0.42233352993378837,0.32039094945058666
VID02260,26,1.360621178764756,-0.0006861465640115878,9.0,0,0,Música,Português,Não,52910,16.0,7,21,8401.0,31869,3160.0,485,Não,Tarde,Domingo,222222,0.029265672366682892,-0.7663380252241971
VID01456,52,0.6717533197560251,-1.2478928540690744,43.0,1,0,Fitness,Português,Não,133254,36.0,145,19,63.0,12637,3194.0,152,Não,Madrugada,Sexta,168330,0.9507919889200594,0.9187308371229661
VID02296,45,0.5186715733096404,1.0087832120031361,5.0,0,4,Educação,Português,Sim,796534,73.0,121,24,8845.0,22280,3173.0,653,Sim,Tarde,Seg-Qui,568293,0.7572510261804745,-1.3473138044697115
VID01437,48,-0.8207937080962252,-0.23476599782595883,48.0,0,4,Culinária,Português,Sim,819846,7.0,474,20,9598.0,45426,1179.0,949,Não,Tarde,Seg-Qui,717628,0.84357408167077,1.0411420985997732
VID01737,18,1.0927281224835828,-0.6626932259142063,37.0,1,0,Gaming,Português,Não,73496,62.0,487,25,2078.0,2465,155.0,560,Sim,Manhã,Domingo,230955,-0.4508588392367586,0.751994746182974
VID00124,12,-0.552900651815052,0.2077912209661602,14.0,1,0,Gaming,Inglês,Não,515314,61.0,406,11,6240.0,47871,1542.0,316,Não,Manhã,Domingo,2034262,-0.9693658539465465,-0.30519160621073
VID01499,19,0.9013759394256021,-0.9589505376676082,4.0,0,0,Educação,Português,Não,383143,7.0,348,24,9819.0,16627,363.0,768,Não,Madrugada,Sábado,266158,-0.3807754129021103,-1.5546730354940093
VID00597,17,-0.9356050179310137,-0.629775746830495,28.0,1,0,Gaming,Inglês,Não,967177,15.0,138,21,8978.0,49841,1485.0,790,Sim,Tarde,Seg-Qui,3600777,-0.5247323574862355,0.4445862536616426
VID00407,28,-1.2034980742121868,1.3562454912200892,37.0,1,0,Música,Inglês,Sim,522226,59.0,35,20,3994.0,27736,4305.0,553,Não,Madrugada,Domingo,2358006,0.1269020027679617,0.751994746182974
VID02507,15,1.130998559095179,1.122165639958142,32.0,1,4,Culinária,Português,Não,235537,66.0,194,16,6971.0,33281,523.0,348,Não,Manhã,Sábado,289267,-0.6856625297720477,0.591542245866622
VID00582,52,-0.9356050179310137,-1.5112326867387649,26.0,0,0,Culinária,Português,Sim,471476,28.0,292,30,3998.0,36901,2439.0,248,Não,Madrugada,Domingo,452761,0.9507919889200594,0.36331404382703514
VID01640,20,-0.1319258490874943,1.2830955377007307,33.0,0,4,Educação,Português,Sim,544038,78.0,104,19,9109.0,17476,1069.0,183,Não,Manhã,Sábado,384603,-0.3141120816177443,0.6254948271815697
VID00498,16,-1.6627433135513408,0.7417858816574775,41.0,1,2,Fitness,Português,Sim,864484,20.0,103,8,113.0,32666,2359.0,440,Sim,Noite,Seg-Qui,707977,-0.6028294564070181,0.8658223668415764
VID00979,9,-1.6627433135513408,0.7820183560931245,22.0,1,0,Gaming,Português,Não,38559,23.0,352,9,3282.0,35219,4150.0,1,Não,Manhã,Sexta,213686,-1.3278413003221334,0.18095201706153255
VID00343,10,-1.6627433135513408,-1.5660951518782837,0.0,0,4,Tecnologia,Inglês,Não,922626,29.0,470,14,3362.0,47689,1357.0,532,Não,Madrugada,Sábado,2419056,-1.197616403578521,-3.385130244022802
VID01775,48,1.628514235045929,1.1294806353100777,5.0,1,1,Fitness,Inglês,Sim,514906,49.0,392,9,3299.0,41215,724.0,425,Não,Tarde,Domingo,1067591,0.84357408167077,-1.3473138044697115
VID00300,60,-0.32327803214547507,-1.2734953378008498,36.0,1,4,  Música,Português,Sim,827366,29.0,229,4,2589.0,29989,542.0,443,Não,Tarde,Domingo,1379451,1.1428729402019213,0.7216642284704009
VID02302,58,1.4371620519879482,-0.9626080353435762,38.0,0,0,Educação,Português,Não,488982,16.0,357,11,4926.0,34036,4910.0,930,Sim,Manhã,Sexta,449702,1.0973244804669644,0.7815373684640537
VID01030,52,-1.012145891154206,1.1441106260139493,4.0,1,0,Tecnologia,Português,Sim,113685,79.0,428,19,402.0,27623,1546.0,617,Não,Manhã,Domingo,211548,0.9507919889200594,-1.5546730354940093
VID02369,59,0.3273193902516597,-0.2164785094461192,5.0,1,0,Tecnologia,PORTUGUÊS,Sim,815481,119.0,476,29,6597.0,10973,4220.0,43,Não,Madrugada,Sexta,882485,1.1202885043708313,-1.3473138044697115
VID00618,20,-1.4331206938817638,0.756415872361349,13.0,0,0,Culinária,Português,Sim,928515,62.0,77,4,2025.0,13801,1113.0,872,Não,Noite,Sexta,672754,-0.3141120816177443,-0.38365906244170295
